snr_db,accuracy_mean,accuracy_std,mean_actual_snr_db
-10,0.1575,0.03725799101852974,-9.999999789893627
-5,0.2425,0.04940434670840421,-5.000000020861625
0,0.35,0.022941573387056182,6.342060232533697e-08
5,0.2825,0.033541019662496833,5.000000014901161
10,0.29499999999999993,0.02762531257265412,9.999999913573266
15,0.36749999999999994,0.03354101966249686,15.000000029802322
20,0.5025000000000001,0.030240265941464985,19.999999845027922
