epoch,train_loss,train_accuracy,val_loss,val_accuracy
204,0.10573007583618164,0.98,0.22012862116098403,0.95
205,0.19518084788694978,0.9,0.2380003273487091,0.9
206,0.12226088523864746,1.0,0.17163631096482276,0.95
207,0.07785791288129985,0.98,0.19743118667975068,0.95
208,0.15214867770671844,0.96,0.34237858168780805,0.9
209,0.06131344974040985,0.98,0.4265284135937691,0.9
210,0.09312301248311997,0.98,0.4133271038532257,0.9
211,0.1317598396539688,0.94,0.3717179179191589,0.9
212,0.05082316398620605,1.0,0.36321396231651304,0.95
213,0.10877799734473229,0.96,0.41153866797685623,0.9
214,0.132518181912601,0.98,0.4688738167285919,0.9
